Episodio,RecompensaxTotalxEpisodio,RecompensaPromedio100Epidosios
202,91.0,32.08
203,18.0,32.17
204,19.0,31.89
205,16.0,31.78
206,81.0,32.38
207,19.0,32.45
208,10.0,32.24
209,40.0,32.40
210,20.0,32.46
211,72.0,32.93
212,33.0,33.14
213,29.0,33.17
214,73.0,33.61
215,13.0,33.10
216,11.0,32.63
217,38.0,32.61
218,16.0,32.20
219,42.0,32.15
220,70.0,32.57
221,66.0,33.11
222,20.0,33.19
223,40.0,33.30
224,30.0,33.41
225,44.0,33.72
226,53.0,33.63
227,50.0,33.97
228,45.0,34.10
229,32.0,33.79
230,117.0,34.76
231,25.0,34.76
232,21.0,34.67
233,19.0,34.54
234,29.0,34.33
235,47.0,34.32
236,25.0,34.32
237,81.0,34.76
238,18.0,34.60
239,61.0,34.54
240,123.0,35.59
241,40.0,35.76
242,34.0,35.78
243,22.0,35.67
244,30.0,35.73
245,43.0,35.95
246,56.0,36.36
247,65.0,36.84
248,80.0,37.49
249,49.0,37.58
250,61.0,38.00
251,62.0,38.00
252,45.0,38.09
253,72.0,38.65
254,52.0,38.88
255,45.0,39.14
256,35.0,38.84
257,171.0,40.05
258,19.0,39.85
259,94.0,40.66
260,24.0,40.38
261,42.0,40.49
262,81.0,41.13
263,47.0,41.12
264,49.0,41.37
265,51.0,41.45
266,23.0,41.03
267,40.0,41.27
268,35.0,41.37
269,35.0,41.53
270,74.0,41.94
271,30.0,42.00
272,14.0,41.82
273,16.0,41.75
274,66.0,42.18
275,71.0,42.64
276,30.0,42.69
277,86.0,43.25
278,24.0,43.33
279,91.0,44.09
280,21.0,43.86
281,25.0,43.87
282,36.0,43.96
283,22.0,44.01
284,64.0,44.50
285,33.0,44.24
286,19.0,44.26
287,28.0,44.15
288,23.0,44.15
289,18.0,43.81
290,62.0,44.32
291,41.0,44.58
292,35.0,44.51
293,12.0,44.04
294,13.0,44.04
295,25.0,44.07
296,65.0,43.81
297,90.0,43.85
298,73.0,44.35
299,29.0,44.36
300,54.0,44.67
301,22.0,44.71
302,23.0,44.03
303,61.0,44.46
304,21.0,44.48
305,53.0,44.85
306,27.0,44.31
307,55.0,44.67
308,26.0,44.83
309,144.0,45.87
310,22.0,45.89
311,20.0,45.37
312,54.0,45.58
313,39.0,45.68
314,85.0,45.80
315,32.0,45.99
316,46.0,46.34
317,25.0,46.21
318,62.0,46.67
319,76.0,47.01
320,40.0,46.71
321,44.0,46.49
322,33.0,46.62
323,46.0,46.68
324,69.0,47.07
325,42.0,47.05
326,21.0,46.73
327,28.0,46.51
328,32.0,46.38
329,37.0,46.43
330,80.0,46.06
331,60.0,46.41
332,37.0,46.57
333,27.0,46.65
334,98.0,47.34
335,27.0,47.14
336,38.0,47.27
337,33.0,46.79
338,26.0,46.87
339,23.0,46.49
340,33.0,45.59
341,22.0,45.41
342,29.0,45.36
343,32.0,45.46
344,25.0,45.41
345,42.0,45.40
346,64.0,45.48
347,53.0,45.36
348,26.0,44.82
349,21.0,44.54
350,18.0,44.11
351,14.0,43.63
352,37.0,43.55
353,86.0,43.69
354,37.0,43.54
355,86.0,43.95
356,38.0,43.98
357,26.0,42.53
358,33.0,42.67
359,70.0,42.43
360,45.0,42.64
361,50.0,42.72
362,36.0,42.27
363,24.0,42.04
364,61.0,42.16
365,47.0,42.12
366,48.0,42.37
367,29.0,42.26
368,111.0,43.02
369,38.0,43.05
370,42.0,42.73
371,44.0,42.87
372,95.0,43.68
373,24.0,43.76
374,57.0,43.67
375,54.0,43.50
376,91.0,44.11
377,86.0,44.11
378,30.0,44.17
379,58.0,43.84
380,42.0,44.05
381,52.0,44.32
382,30.0,44.26
383,39.0,44.43
384,35.0,44.14
385,47.0,44.28
386,67.0,44.76
387,69.0,45.17
388,45.0,45.39
389,55.0,45.76
390,37.0,45.51
391,43.0,45.53
392,58.0,45.76
393,78.0,46.42
394,55.0,46.84
395,65.0,47.24
396,105.0,47.64
397,37.0,47.11
398,59.0,46.97
399,43.0,47.11
400,79.0,47.36
401,59.0,47.73
402,45.0,47.95
403,107.0,48.41
404,82.0,49.02
405,67.0,49.16
406,139.0,50.28
407,80.0,50.53
408,17.0,50.44
409,79.0,49.79
410,80.0,50.37
411,32.0,50.49
412,31.0,50.26
413,226.0,52.13
414,89.0,52.17
415,258.0,54.43
416,81.0,54.78
417,119.0,55.72
418,159.0,56.69
419,94.0,56.87
420,76.0,57.23
421,92.0,57.71
422,67.0,58.05
423,83.0,58.42
424,278.0,60.51
425,49.0,60.58
426,163.0,62.00
427,127.0,62.99
428,226.0,64.93
429,48.0,65.04
430,63.0,64.87
431,226.0,66.53
432,46.0,66.62
433,131.0,67.66
434,100.0,67.68
435,24.0,67.65
436,106.0,68.33
437,49.0,68.49
438,76.0,68.99
439,19.0,68.95
440,121.0,69.83
441,205.0,71.66
442,164.0,73.01
443,48.0,73.17
444,101.0,73.93
445,52.0,74.03
446,27.0,73.66
447,145.0,74.58
448,55.0,74.87
449,49.0,75.15
450,48.0,75.45
451,120.0,76.51
452,45.0,76.59
453,33.0,76.06
454,70.0,76.39
455,65.0,76.18
456,77.0,76.57
457,74.0,77.05
458,52.0,77.24
459,105.0,77.59
460,129.0,78.43
461,54.0,78.47
462,109.0,79.20
463,154.0,80.50
464,151.0,81.40
465,131.0,82.24
466,301.0,84.77
467,223.0,86.71
468,122.0,86.82
469,149.0,87.93
470,95.0,88.46
471,217.0,90.19
472,51.0,89.75
473,108.0,90.59
474,72.0,90.74
475,78.0,90.98
476,149.0,91.56
477,164.0,92.34
478,77.0,92.81
479,72.0,92.95
480,124.0,93.77
481,96.0,94.21
482,53.0,94.44
483,156.0,95.61
484,72.0,95.98
485,82.0,96.33
486,91.0,96.57
487,55.0,96.43
488,193.0,97.91
489,94.0,98.30
490,73.0,98.66
491,240.0,100.63
492,85.0,100.90
493,220.0,102.32
494,136.0,103.13
495,120.0,103.68
496,278.0,105.41
497,28.0,105.32
498,47.0,105.20
499,67.0,105.44
500,80.0,105.45
501,72.0,105.58
502,45.0,105.58
503,76.0,105.27
504,67.0,105.12
505,34.0,104.79
506,50.0,103.90
507,55.0,103.65
508,69.0,104.17
509,30.0,103.68
510,38.0,103.26
511,104.0,103.98
512,87.0,104.54
513,133.0,103.61
514,48.0,103.20
515,106.0,101.68
516,54.0,101.41
517,72.0,100.94
518,101.0,100.36
519,65.0,100.07
520,58.0,99.89
521,70.0,99.67
522,71.0,99.71
523,53.0,99.41
524,68.0,97.31
525,79.0,97.61
526,36.0,96.34
527,85.0,95.92
528,35.0,94.01
529,61.0,94.14
530,55.0,94.06
531,51.0,92.31
532,113.0,92.98
533,33.0,92.00
534,49.0,91.49
535,88.0,92.13
536,63.0,91.70
537,77.0,91.98
538,60.0,91.82
539,46.0,92.09
540,41.0,91.29
541,66.0,89.90
542,112.0,89.38
543,51.0,89.41
544,49.0,88.89
545,84.0,89.21
546,71.0,89.65
547,52.0,88.72
548,146.0,89.63
549,64.0,89.78
550,49.0,89.79
551,105.0,89.64
552,64.0,89.83
553,26.0,89.76
554,40.0,89.46
555,55.0,89.36
556,55.0,89.14
557,67.0,89.07
558,58.0,89.13
559,73.0,88.81
560,21.0,87.73
561,143.0,88.62
562,55.0,88.08
563,47.0,87.01
564,83.0,86.33
565,33.0,85.35
566,36.0,82.70
567,31.0,80.78
568,60.0,80.16
569,55.0,79.22
570,69.0,78.96
571,18.0,76.97
572,34.0,76.80
573,79.0,76.51
574,13.0,75.92
575,48.0,75.62
576,73.0,74.86
577,62.0,73.84
578,40.0,73.47
579,85.0,73.60
580,76.0,73.12
581,52.0,72.68
582,47.0,72.62
583,49.0,71.55
584,19.0,71.02
585,71.0,70.91
586,57.0,70.57
587,69.0,70.71
588,70.0,69.48
589,87.0,69.41
590,95.0,69.63
591,78.0,68.01
592,45.0,67.61
593,163.0,67.04
594,39.0,66.07
595,75.0,65.62
596,26.0,63.10
597,53.0,63.35
598,72.0,63.60
599,57.0,63.50
600,46.0,63.16
601,51.0,62.95
602,49.0,62.99
603,60.0,62.83
604,33.0,62.49
605,75.0,62.90
606,42.0,62.82
607,77.0,63.04
608,45.0,62.80
609,72.0,63.22
610,83.0,63.67
611,31.0,62.94
612,87.0,62.94
613,41.0,62.02
614,26.0,61.80
615,71.0,61.45
616,58.0,61.49
617,57.0,61.34
618,44.0,60.77
619,31.0,60.43
620,41.0,60.26
621,43.0,59.99
622,73.0,60.01
623,69.0,60.17
624,53.0,60.02
625,57.0,59.80
626,55.0,59.99
627,79.0,59.93
628,87.0,60.45
629,69.0,60.53
630,27.0,60.25
631,20.0,59.94
632,65.0,59.46
633,134.0,60.47
634,23.0,60.21
635,56.0,59.89
636,32.0,59.58
637,87.0,59.68
638,80.0,59.88
639,54.0,59.96
640,43.0,59.98
641,39.0,59.71
642,143.0,60.02
643,68.0,60.19
644,36.0,60.06
645,29.0,59.51
646,105.0,59.85
647,48.0,59.81
648,55.0,58.90
649,59.0,58.85
650,82.0,59.18
651,79.0,58.92
652,99.0,59.27
653,52.0,59.53
654,51.0,59.64
655,144.0,60.53
656,101.0,60.99
657,97.0,61.29
658,53.0,61.24
659,61.0,61.12
660,44.0,61.35
661,67.0,60.59
662,85.0,60.89
663,154.0,61.96
664,76.0,61.89
665,28.0,61.84
666,75.0,62.23
667,69.0,62.61
668,31.0,62.32
669,75.0,62.52
670,34.0,62.17
671,41.0,62.40
672,97.0,63.03
673,44.0,62.68
674,36.0,62.91
675,94.0,63.37
676,47.0,63.11
677,72.0,63.21
678,52.0,63.33
679,27.0,62.75
680,48.0,62.47
681,47.0,62.42
682,54.0,62.49
683,64.0,62.64
684,29.0,62.74
685,29.0,62.32
686,35.0,62.10
687,49.0,61.90
688,36.0,61.56
689,41.0,61.10
690,23.0,60.38
691,77.0,60.37
692,19.0,60.11
693,59.0,59.07
694,44.0,59.12
695,30.0,58.67
696,55.0,58.96
697,46.0,58.89
698,30.0,58.47
699,35.0,58.25
700,87.0,58.66
701,37.0,58.52
702,84.0,58.87
703,79.0,59.06
704,133.0,60.06
705,115.0,60.46
706,65.0,60.69
707,103.0,60.95
708,56.0,61.06
709,97.0,61.31
710,92.0,61.40
711,59.0,61.68
712,49.0,61.30
713,29.0,61.18
714,31.0,61.23
715,32.0,60.84
716,40.0,60.66
717,41.0,60.50
718,79.0,60.85
719,66.0,61.20
720,53.0,61.32
721,60.0,61.49
722,55.0,61.31
723,78.0,61.40
724,56.0,61.43
725,218.0,63.04
726,113.0,63.62
727,50.0,63.33
728,62.0,63.08
729,47.0,62.86
730,59.0,63.18
731,73.0,63.71
732,63.0,63.69
733,76.0,63.11
734,54.0,63.42
735,76.0,63.62
736,78.0,64.08
737,26.0,63.47
738,107.0,63.74
739,55.0,63.75
740,35.0,63.67
741,89.0,64.17
742,82.0,63.56
743,73.0,63.61
744,55.0,63.80
745,77.0,64.28
746,56.0,63.79
747,69.0,64.00
748,98.0,64.43
749,24.0,64.08
750,51.0,63.77
751,47.0,63.45
752,62.0,63.08
753,101.0,63.57
754,57.0,63.63
755,40.0,62.59
756,26.0,61.84
757,113.0,62.00
758,40.0,61.87
759,33.0,61.59
760,65.0,61.80
761,55.0,61.68
762,45.0,61.28
763,63.0,60.37
764,31.0,59.92
765,69.0,60.33
766,59.0,60.17
767,81.0,60.29
768,63.0,60.61
769,71.0,60.57
770,56.0,60.79
771,36.0,60.74
772,138.0,61.15
773,31.0,61.02
774,81.0,61.47
775,47.0,61.00
776,72.0,61.25
777,74.0,61.27
778,48.0,61.23
779,44.0,61.40
780,51.0,61.43
781,31.0,61.27
782,36.0,61.09
783,68.0,61.13
784,89.0,61.73
785,39.0,61.83
786,53.0,62.01
787,61.0,62.13
788,114.0,62.91
789,65.0,63.15
790,159.0,64.51
791,97.0,64.71
792,75.0,65.27
793,62.0,65.30
794,118.0,66.04
795,62.0,66.36
796,49.0,66.30
797,50.0,66.34
798,82.0,66.86
799,26.0,66.77
800,108.0,66.98
801,26.0,66.87
802,53.0,66.56
803,47.0,66.24
804,39.0,65.30
805,31.0,64.46
806,49.0,64.30
807,24.0,63.51
808,58.0,63.53
809,93.0,63.49
810,32.0,62.89
811,117.0,63.47
812,42.0,63.40
813,175.0,64.86
814,108.0,65.63
815,53.0,65.84
816,50.0,65.94
817,61.0,66.14
818,70.0,66.05
819,57.0,65.96
820,54.0,65.97
821,60.0,65.97
822,57.0,65.99
823,53.0,65.74
824,124.0,66.42
825,100.0,65.24
826,60.0,64.71
827,73.0,64.94
828,26.0,64.58
829,28.0,64.39
830,63.0,64.43
831,24.0,63.94
832,47.0,63.78
833,26.0,63.28
834,63.0,63.37
835,107.0,63.68
836,69.0,63.59
837,102.0,64.35
838,29.0,63.57
839,97.0,63.99
840,100.0,64.64
841,55.0,64.30
842,47.0,63.95
843,51.0,63.73
844,53.0,63.71
845,46.0,63.40
846,31.0,63.15
847,26.0,62.72
848,99.0,62.73
849,35.0,62.84
850,61.0,62.94
851,53.0,63.00
852,49.0,62.87
853,36.0,62.22
854,61.0,62.26
855,85.0,62.71
856,48.0,62.93
857,46.0,62.26
858,51.0,62.37
859,49.0,62.53
860,43.0,62.31
861,49.0,62.25
862,50.0,62.30
863,41.0,62.08
864,129.0,63.06
865,53.0,62.90
866,52.0,62.83
867,45.0,62.47
868,24.0,62.08
869,77.0,62.14
870,65.0,62.23
871,27.0,62.14
872,22.0,60.98
873,40.0,61.07
874,73.0,60.99
875,40.0,60.92
876,81.0,61.01
877,70.0,60.97
878,52.0,61.01
879,55.0,61.12
880,70.0,61.31
881,40.0,61.40
882,116.0,62.20
883,102.0,62.54
884,76.0,62.41
885,122.0,63.24
886,68.0,63.39
887,29.0,63.07
888,73.0,62.66
889,41.0,62.42
890,87.0,61.70
891,98.0,61.71
892,173.0,62.69
893,76.0,62.83
894,64.0,62.29
895,143.0,63.10
896,62.0,63.23
897,31.0,63.04
898,65.0,62.87
899,52.0,63.13
900,70.0,62.75
901,34.0,62.83
902,45.0,62.75
903,57.0,62.85
904,56.0,63.02
905,109.0,63.80
906,61.0,63.92
907,56.0,64.24
908,63.0,64.29
909,55.0,63.91
910,51.0,64.10
911,34.0,63.27
912,52.0,63.37
913,21.0,61.83
914,49.0,61.24
915,57.0,61.28
916,60.0,61.38
917,82.0,61.59
918,115.0,62.04
919,31.0,61.78
920,87.0,62.11
921,49.0,62.00
922,94.0,62.37
923,83.0,62.67
924,81.0,62.24
925,38.0,61.62
926,22.0,61.24
927,113.0,61.64
928,45.0,61.83
929,38.0,61.93
930,45.0,61.75
931,110.0,62.61
932,140.0,63.54
933,218.0,65.46
934,49.0,65.32
935,97.0,65.22
936,58.0,65.11
937,64.0,64.73
938,37.0,64.81
939,67.0,64.51
940,31.0,63.82
941,64.0,63.91
942,102.0,64.46
943,85.0,64.80
944,30.0,64.57
945,72.0,64.83
946,69.0,65.21
947,65.0,65.60
948,41.0,65.02
949,180.0,66.47
950,44.0,66.30
951,78.0,66.55
952,39.0,66.45
953,20.0,66.29
954,53.0,66.21
955,140.0,66.76
956,59.0,66.87
957,26.0,66.67
958,41.0,66.57
959,115.0,67.23
960,229.0,69.09
961,68.0,69.28
962,237.0,71.15
963,28.0,71.02
964,80.0,70.53
965,67.0,70.67
966,64.0,70.79
967,69.0,71.03
968,40.0,71.19
969,41.0,70.83
970,45.0,70.63
971,85.0,71.21
972,69.0,71.68
973,82.0,72.10
974,70.0,72.07
975,180.0,73.47
976,44.0,73.10
977,128.0,73.68
978,215.0,75.31
979,125.0,76.01
980,109.0,76.40
981,124.0,77.24
982,92.0,77.00
983,116.0,77.14
984,70.0,77.08
985,101.0,76.87
986,138.0,77.57
987,66.0,77.94
988,76.0,77.97
989,31.0,77.87
990,44.0,77.44
991,39.0,76.85
992,82.0,75.94
993,62.0,75.80
994,218.0,77.34
995,104.0,76.95
996,94.0,77.27
997,91.0,77.87
998,147.0,78.69
999,55.0,78.72
1000,39.0,78.41
1001,173.0,79.80
1002,241.0,81.76
1003,90.0,82.09
1004,80.0,82.33
1005,121.0,82.45
1006,94.0,82.78
1007,112.0,83.34
1008,122.0,83.93
1009,106.0,84.44
1010,136.0,85.29
1011,148.0,86.43
1012,27.0,86.18
1013,83.0,86.80
1014,92.0,87.23
1015,83.0,87.49
1016,25.0,87.14
1017,106.0,87.38
1018,39.0,86.62
1019,90.0,87.21
1020,102.0,87.36
1021,169.0,88.56
1022,127.0,88.89
1023,111.0,89.17
1024,127.0,89.63
1025,117.0,90.42
1026,41.0,90.61
1027,121.0,90.69
1028,31.0,90.55
1029,23.0,90.40
1030,28.0,90.23
1031,113.0,90.26
1032,47.0,89.33
1033,100.0,88.15
1034,161.0,89.27
1035,89.0,89.19
1036,111.0,89.72
1037,22.0,89.30
1038,79.0,89.72
1039,128.0,90.33
1040,83.0,90.85
1041,108.0,91.29
1042,103.0,91.30
1043,201.0,92.46
1044,90.0,93.06
1045,102.0,93.36
1046,55.0,93.22
1047,36.0,92.93
1048,56.0,93.08
1049,118.0,92.46
1050,95.0,92.97
1051,53.0,92.72
1052,43.0,92.76
1053,123.0,93.79
1054,133.0,94.59
1055,179.0,94.98
1056,84.0,95.23
1057,185.0,96.82
1058,45.0,96.86
1059,169.0,97.40
1060,135.0,96.46
1061,119.0,96.97
1062,99.0,95.59
1063,84.0,96.15
1064,89.0,96.24
1065,105.0,96.62
1066,86.0,96.84
1067,93.0,97.08
1068,155.0,98.23
1069,63.0,98.45
1070,107.0,99.07
1071,92.0,99.14
1072,92.0,99.37
1073,30.0,98.85
1074,43.0,98.58
1075,44.0,97.22
1076,149.0,98.27
1077,115.0,98.14
1078,125.0,97.24
1079,112.0,97.11
1080,74.0,96.76
1081,177.0,97.29
1082,56.0,96.93
1083,61.0,96.38
1084,192.0,97.60
1085,79.0,97.38
1086,125.0,97.25
1087,95.0,97.54
1088,96.0,97.74
1089,94.0,98.37
1090,41.0,98.34
1091,102.0,98.97
1092,117.0,99.32
1093,140.0,100.10
1094,144.0,99.36
1095,89.0,99.21
1096,114.0,99.41
1097,139.0,99.89
1098,185.0,100.27
1099,107.0,100.79
1100,79.0,101.19
1101,99.0,100.45
1102,79.0,98.83
1103,129.0,99.22
1104,121.0,99.63
1105,33.0,98.75
1106,125.0,99.06
1107,50.0,98.44
1108,113.0,98.35
1109,122.0,98.51
1110,79.0,97.94
1111,180.0,98.26
1112,110.0,99.09
1113,144.0,99.70
1114,141.0,100.19
1115,27.0,99.63
1116,178.0,101.16
1117,38.0,100.48
1118,23.0,100.32
1119,70.0,100.12
1120,85.0,99.95
1121,46.0,98.72
1122,99.0,98.44
1123,133.0,98.66
1124,77.0,98.16
1125,112.0,98.11
1126,26.0,97.96
1127,107.0,97.82
1128,104.0,98.55
1129,148.0,99.80
1130,35.0,99.87
1131,120.0,99.94
1132,98.0,100.45
1133,214.0,101.59
1134,48.0,100.46
1135,106.0,100.63
1136,183.0,101.35
1137,203.0,103.16
1138,32.0,102.69
1139,160.0,103.01
1140,137.0,103.55
1141,35.0,102.82
1142,201.0,103.80
1143,75.0,102.54
1144,111.0,102.75
1145,163.0,103.36
1146,39.0,103.20
1147,112.0,103.96
1148,101.0,104.41
1149,59.0,103.82
1150,140.0,104.27
1151,165.0,105.39
1152,182.0,106.78
1153,110.0,106.65
1154,93.0,106.25
1155,86.0,105.32
1156,44.0,104.92
1157,68.0,103.75
1158,143.0,104.73
1159,123.0,104.27
1160,67.0,103.59
1161,91.0,103.31
1162,94.0,103.26
1163,48.0,102.90
1164,109.0,103.10
1165,81.0,102.86
1166,57.0,102.57
1167,89.0,102.53
1168,108.0,102.06
1169,81.0,102.24
1170,72.0,101.89
1171,107.0,102.04
1172,72.0,101.84
1173,122.0,102.76
1174,111.0,103.44
1175,88.0,103.88
1176,239.0,104.78
1177,139.0,105.02
1178,140.0,105.17
1179,83.0,104.88
1180,101.0,105.15
1181,199.0,105.37
1182,93.0,105.74
1183,45.0,105.58
1184,219.0,105.85
1185,147.0,106.53
1186,41.0,105.69
1187,84.0,105.58
1188,85.0,105.47
1189,109.0,105.62
1190,233.0,107.54
1191,53.0,107.05
1192,84.0,106.72
1193,90.0,106.22
1194,93.0,105.71
1195,172.0,106.54
1196,190.0,107.30
1197,140.0,107.31
1198,43.0,105.89
1199,187.0,106.69
1200,172.0,107.62
1201,35.0,106.98
1202,42.0,106.61
1203,71.0,106.03
1204,45.0,105.27
1205,30.0,105.24
1206,181.0,105.80
1207,110.0,106.40
1208,161.0,106.88
1209,96.0,106.62
1210,103.0,106.86
1211,85.0,105.91
1212,84.0,105.65
1213,79.0,105.00
1214,72.0,104.31
1215,57.0,104.61
1216,25.0,103.08
1217,101.0,103.71
1218,87.0,104.35
1219,57.0,104.22
1220,86.0,104.23
1221,46.0,104.23
1222,71.0,103.95
1223,42.0,103.04
1224,93.0,103.20
1225,54.0,102.62
1226,23.0,102.59
1227,183.0,103.35
1228,91.0,103.22
1229,91.0,102.65
1230,221.0,104.51
1231,90.0,104.21
1232,96.0,104.19
1233,83.0,102.88
1234,147.0,103.87
1235,106.0,103.87
1236,124.0,103.28
1237,30.0,101.55
1238,127.0,102.50
1239,107.0,101.97
1240,101.0,101.61
1241,108.0,102.34
1242,145.0,101.78
1243,35.0,101.38
1244,74.0,101.01
1245,25.0,99.63
1246,115.0,100.39
1247,131.0,100.58
1248,73.0,100.30
1249,92.0,100.63
1250,125.0,100.48
1251,88.0,99.71
1252,51.0,98.40
1253,50.0,97.80
1254,35.0,97.22
1255,98.0,97.34
1256,139.0,98.29
1257,35.0,97.96
1258,24.0,96.77
1259,44.0,95.98
1260,81.0,96.12
1261,28.0,95.49
1262,34.0,94.89
1263,71.0,95.12
1264,42.0,94.45
1265,23.0,93.87
1266,101.0,94.31
1267,89.0,94.31
1268,120.0,94.43
1269,48.0,94.10
1270,113.0,94.51
1271,108.0,94.52
1272,90.0,94.70
1273,31.0,93.79
1274,92.0,93.60
1275,42.0,93.14
1276,112.0,91.87
1277,89.0,91.37
1278,78.0,90.75
1279,89.0,90.81
1280,39.0,90.19
1281,81.0,89.01
1282,37.0,88.45
1283,97.0,88.97
1284,43.0,87.21
1285,101.0,86.75
1286,142.0,87.76
1287,164.0,88.56
1288,124.0,88.95
1289,81.0,88.67
1290,25.0,86.59
1291,94.0,87.00
1292,22.0,86.38
1293,25.0,85.73
1294,24.0,85.04
1295,101.0,84.33
1296,19.0,82.62
1297,131.0,82.53
1298,27.0,82.37
1299,155.0,82.05
1300,27.0,80.60
1301,85.0,81.10
1302,30.0,80.98
1303,24.0,80.51
1304,103.0,81.09
1305,54.0,81.33
1306,102.0,80.54
1307,28.0,79.72
1308,27.0,78.38
1309,27.0,77.69
1310,113.0,77.79
1311,24.0,77.18
1312,60.0,76.94
1313,45.0,76.60
1314,93.0,76.81
1315,113.0,77.37
1316,98.0,78.10
1317,108.0,78.17
1318,78.0,78.08
1319,239.0,79.90
1320,71.0,79.75
1321,45.0,79.74
1322,67.0,79.70
1323,115.0,80.43
1324,114.0,80.64
1325,102.0,81.12
1326,117.0,82.06
1327,62.0,80.85
1328,45.0,80.39
1329,87.0,80.35
1330,99.0,79.13
1331,135.0,79.58
1332,236.0,80.98
1333,116.0,81.31
1334,37.0,80.21
1335,156.0,80.71
1336,25.0,79.72
1337,378.0,83.20
1338,91.0,82.84
1339,117.0,82.94
1340,129.0,83.22
1341,58.0,82.72
1342,22.0,81.49
1343,159.0,82.73
1344,28.0,82.27
1345,135.0,83.37
1346,128.0,83.50
1347,219.0,84.38
1348,107.0,84.72
1349,48.0,84.28
1350,21.0,83.24
1351,139.0,83.75
1352,112.0,84.36
1353,86.0,84.72
1354,97.0,85.34
1355,118.0,85.54
1356,32.0,84.47
