Episodio,RecompensaxTotalxEpisodio,RecompensaPromedio100Epidosios
7261,94.0,164.04
7262,123.0,164.37
7263,121.0,164.20
7264,131.0,163.76
7265,121.0,159.97
7266,108.0,159.64
7267,128.0,159.37
7268,131.0,159.32
7269,86.0,158.17
7270,167.0,154.84
7271,129.0,154.95
7272,89.0,155.16
7273,122.0,154.79
7274,109.0,152.78
7275,90.0,152.36
7276,96.0,151.96
7277,135.0,151.93
7278,118.0,152.15
7279,105.0,151.88
7280,128.0,152.42
7281,134.0,152.71
7282,78.0,148.49
7283,94.0,148.34
7284,130.0,148.42
7285,102.0,144.44
7286,109.0,144.10
7287,94.0,143.03
7288,94.0,140.53
7289,191.0,141.45
7290,128.0,141.46
7291,200.0,142.39
7292,135.0,142.35
7293,102.0,143.05
7294,185.0,142.19
7295,111.0,142.79
7296,133.0,143.51
7297,88.0,139.39
7298,205.0,139.42
7299,113.0,137.46
7300,99.0,133.45
7301,99.0,129.44
7302,135.0,129.72
7303,141.0,128.72
7304,134.0,128.73
7305,94.0,126.12
7306,109.0,125.40
7307,30.0,124.31
7308,94.0,123.81
7309,101.0,123.00
7310,91.0,121.07
7311,204.0,122.18
7312,96.0,121.39
7313,105.0,120.38
7314,96.0,120.16
7315,144.0,119.78
7316,126.0,119.53
7317,125.0,119.29
7318,100.0,118.37
7319,162.0,118.72
7320,98.0,118.11
7321,80.0,117.27
7322,154.0,118.04
7323,92.0,117.92
7324,110.0,117.59
7325,111.0,116.96
7326,135.0,117.34
7327,122.0,117.70
7328,108.0,118.01
7329,113.0,118.47
7330,181.0,118.93
7331,137.0,118.98
7332,108.0,118.74
7333,104.0,118.30
7334,56.0,117.66
7335,178.0,117.75
7336,156.0,118.30
7337,105.0,118.11
7338,178.0,118.70
7339,120.0,118.96
7340,108.0,119.20
7341,172.0,120.80
7342,112.0,120.02
7343,140.0,120.49
7344,122.0,120.07
7345,216.0,120.58
7346,177.0,121.36
7347,110.0,121.38
7348,95.0,121.48
7349,103.0,121.52
7350,122.0,120.04
7351,114.0,119.71
7352,132.0,120.26
7353,145.0,120.80
7354,143.0,121.03
7355,120.0,120.97
7356,73.0,120.83
7357,87.0,120.63
7358,95.0,120.59
7359,83.0,120.49
7360,112.0,120.69
7361,102.0,120.77
7362,156.0,121.10
7363,124.0,121.13
7364,131.0,121.13
7365,108.0,121.00
7366,88.0,120.80
7367,157.0,121.09
7368,235.0,122.13
7369,179.0,123.06
7370,177.0,123.16
7371,47.0,122.34
7372,140.0,122.85
7373,169.0,123.32
7374,145.0,123.68
7375,83.0,123.61
7376,134.0,123.99
7377,227.0,124.91
7378,135.0,125.08
7379,182.0,125.85
7380,38.0,124.95
7381,180.0,125.41
7382,39.0,125.02
7383,109.0,125.17
7384,126.0,125.13
7385,124.0,125.35
7386,97.0,125.23
7387,87.0,125.16
7388,79.0,125.01
7389,126.0,124.36
7390,144.0,124.52
7391,166.0,124.18
7392,87.0,123.70
7393,84.0,123.52
7394,122.0,122.89
7395,81.0,122.59
7396,276.0,124.02
7397,500.0,128.14
7398,337.0,129.46
7399,500.0,133.33
7400,202.0,134.36
7401,125.0,134.62
7402,83.0,134.10
7403,107.0,133.76
7404,119.0,133.61
7405,135.0,134.02
7406,167.0,134.60
7407,122.0,135.52
7408,105.0,135.63
7409,105.0,135.67
7410,185.0,136.61
7411,500.0,139.57
7412,500.0,143.61
7413,154.0,144.10
7414,186.0,145.00
7415,109.0,144.65
7416,115.0,144.54
7417,91.0,144.20
7418,99.0,144.19
7419,119.0,143.76
7420,207.0,144.85
7421,117.0,145.22
7422,125.0,144.93
7423,53.0,144.54
7424,40.0,143.84
7425,119.0,143.92
7426,116.0,143.73
7427,116.0,143.67
7428,129.0,143.88
7429,107.0,143.82
7430,106.0,143.07
7431,78.0,142.48
7432,219.0,143.59
7433,64.0,143.19
7434,90.0,143.53
7435,78.0,142.53
7436,500.0,145.97
7437,500.0,149.92
7438,124.0,149.38
7439,227.0,150.45
7440,500.0,154.37
7441,500.0,157.65
7442,392.0,160.45
7443,356.0,162.61
7444,148.0,162.87
7445,169.0,162.40
7446,96.0,161.59
7447,85.0,161.34
7448,83.0,161.22
7449,83.0,161.02
7450,71.0,160.51
7451,150.0,160.87
7452,68.0,160.23
7453,110.0,159.88
7454,169.0,160.14
7455,133.0,160.27
7456,147.0,161.01
7457,134.0,161.48
7458,130.0,161.83
7459,146.0,162.46
7460,170.0,163.04
7461,232.0,164.34
7462,336.0,166.14
7463,209.0,166.99
7464,177.0,167.45
7465,199.0,168.36
7466,123.0,168.71
7467,176.0,168.90
7468,251.0,169.06
7469,182.0,169.09
7470,220.0,169.52
7471,249.0,171.54
7472,250.0,172.64
7473,201.0,172.96
7474,206.0,173.57
7475,308.0,175.82
7476,154.0,176.02
7477,191.0,175.66
7478,73.0,175.04
7479,111.0,174.33
7480,41.0,174.36
7481,55.0,173.11
7482,108.0,173.80
7483,87.0,173.58
7484,205.0,174.37
7485,74.0,173.87
7486,72.0,173.62
7487,135.0,174.10
7488,143.0,174.74
7489,157.0,175.05
7490,130.0,174.91
7491,168.0,174.93
7492,185.0,175.91
7493,68.0,175.75
7494,165.0,176.18
7495,99.0,176.36
7496,152.0,175.12
7497,101.0,171.13
7498,209.0,169.85
7499,12.0,164.97
7500,36.0,163.31
7501,12.0,162.18
7502,67.0,162.02
7503,156.0,162.51
7504,139.0,162.71
7505,148.0,162.84
7506,90.0,162.07
7507,60.0,161.45
7508,95.0,161.35
7509,104.0,161.34
7510,216.0,161.65
7511,197.0,158.62
7512,231.0,155.93
7513,177.0,156.16
7514,276.0,157.06
7515,235.0,158.32
7516,164.0,158.81
7517,406.0,161.96
7518,206.0,163.03
7519,263.0,164.47
7520,245.0,164.85
7521,263.0,166.31
7522,442.0,169.48
7523,231.0,171.26
7524,215.0,173.01
7525,276.0,174.58
7526,247.0,175.89
7527,235.0,177.08
7528,306.0,178.85
7529,271.0,180.49
7530,298.0,182.41
7531,253.0,184.16
7532,170.0,183.67
7533,231.0,185.34
7534,198.0,186.42
7535,207.0,187.71
7536,158.0,184.29
7537,164.0,180.93
7538,35.0,180.04
7539,38.0,178.15
7540,332.0,176.47
7541,198.0,173.45
7542,283.0,172.36
7543,233.0,171.13
7544,287.0,172.52
7545,262.0,173.45
7546,154.0,174.03
7547,194.0,175.12
7548,150.0,175.79
7549,169.0,176.65
7550,31.0,176.25
7551,220.0,176.95
7552,295.0,179.22
7553,131.0,179.43
7554,134.0,179.08
7555,37.0,178.12
7556,57.0,177.22
7557,39.0,176.27
7558,186.0,176.83
7559,218.0,177.55
7560,196.0,177.81
7561,132.0,176.81
7562,350.0,176.95
7563,243.0,177.29
7564,190.0,177.42
7565,149.0,176.92
7566,215.0,177.84
7567,160.0,177.68
7568,189.0,177.06
7569,209.0,177.33
7570,197.0,177.10
7571,289.0,177.50
7572,164.0,176.64
7573,266.0,177.29
7574,205.0,177.28
7575,118.0,175.38
7576,227.0,176.11
7577,500.0,179.20
7578,402.0,182.49
7579,172.0,183.10
7580,254.0,185.23
7581,374.0,188.42
7582,215.0,189.49
7583,241.0,191.03
7584,237.0,191.35
7585,280.0,193.41
7586,132.0,194.01
7587,158.0,194.24
7588,237.0,195.18
7589,247.0,196.08
7590,152.0,196.30
7591,283.0,197.45
7592,202.0,197.62
7593,268.0,199.62
7594,208.0,200.05
7595,500.0,204.06
7596,160.0,204.14
7597,500.0,208.13
7598,500.0,211.04
7599,500.0,215.92
7600,338.0,218.94
7601,144.0,220.26
7602,237.0,221.96
7603,186.0,222.26
7604,147.0,222.34
7605,278.0,223.64
7606,156.0,224.30
7607,112.0,224.82
7608,111.0,224.98
7609,169.0,225.63
7610,92.0,224.39
7611,111.0,223.53
7612,174.0,222.96
7613,431.0,225.50
7614,209.0,224.83
7615,95.0,223.43
7616,179.0,223.58
7617,107.0,220.59
7618,17.0,218.70
7619,17.0,216.24
7620,16.0,213.95
7621,175.0,213.07
7622,316.0,211.81
7623,68.0,210.18
7624,500.0,213.03
7625,250.0,212.77
7626,99.0,211.29
7627,101.0,209.95
7628,109.0,207.98
7629,101.0,206.28
7630,89.0,204.19
7631,95.0,202.61
7632,103.0,201.94
7633,93.0,200.56
7634,126.0,199.84
7635,75.0,198.52
7636,72.0,197.66
7637,101.0,197.03
7638,106.0,197.74
7639,79.0,198.15
7640,110.0,195.93
7641,123.0,195.18
7642,122.0,193.57
7643,146.0,192.70
7644,147.0,191.30
7645,114.0,189.82
7646,187.0,190.15
7647,159.0,189.80
7648,128.0,189.58
7649,251.0,190.40
7650,95.0,191.04
7651,99.0,189.83
7652,62.0,187.50
7653,130.0,187.49
7654,74.0,186.89
7655,78.0,187.30
7656,129.0,188.02
7657,265.0,190.28
7658,234.0,190.76
7659,347.0,192.05
7660,292.0,193.01
7661,299.0,194.68
7662,265.0,193.83
7663,212.0,193.52
7664,262.0,194.24
7665,282.0,195.57
7666,327.0,196.69
7667,201.0,197.10
7668,382.0,199.03
7669,197.0,198.91
7670,181.0,198.75
7671,180.0,197.66
7672,172.0,197.74
7673,436.0,199.44
7674,164.0,199.03
7675,192.0,199.77
7676,277.0,200.27
7677,203.0,197.30
7678,200.0,195.28
7679,231.0,195.87
7680,201.0,195.34
7681,141.0,193.01
7682,222.0,193.08
7683,179.0,192.46
7684,234.0,192.43
7685,131.0,190.94
7686,96.0,190.58
7687,67.0,189.67
7688,58.0,187.88
7689,151.0,186.92
7690,111.0,186.51
7691,188.0,185.56
7692,152.0,185.06
7693,121.0,183.59
7694,128.0,182.79
7695,168.0,179.47
7696,255.0,180.42
7697,120.0,176.62
7698,228.0,173.90
7699,119.0,170.09
7700,128.0,167.99
7701,111.0,167.66
7702,125.0,166.54
7703,127.0,165.95
7704,104.0,165.52
7705,426.0,167.00
7706,194.0,167.38
7707,382.0,170.08
7708,179.0,170.76
7709,172.0,170.79
7710,378.0,173.65
7711,389.0,176.43
7712,131.0,176.00
7713,343.0,175.12
7714,173.0,174.76
7715,171.0,175.52
7716,233.0,176.06
7717,93.0,175.92
7718,125.0,177.00
7719,251.0,179.34
7720,193.0,181.11
7721,117.0,180.53
7722,170.0,179.07
7723,232.0,180.71
7724,150.0,177.21
7725,237.0,177.08
7726,264.0,178.73
7727,279.0,180.51
7728,500.0,184.42
7729,151.0,184.92
7730,485.0,188.88
7731,500.0,192.93
7732,500.0,196.90
7733,129.0,197.26
7734,500.0,201.00
7735,500.0,205.25
7736,331.0,207.84
7737,118.0,208.01
7738,500.0,211.95
7739,500.0,216.16
7740,500.0,220.06
7741,500.0,223.83
7742,500.0,227.61
7743,500.0,231.15
7744,500.0,234.68
7745,500.0,238.54
7746,285.0,239.52
7747,500.0,242.93
7748,68.0,242.33
7749,58.0,240.40
7750,500.0,244.45
7751,500.0,248.46
7752,500.0,252.84
7753,500.0,256.54
7754,500.0,260.80
7755,500.0,265.02
7756,500.0,268.73
7757,500.0,271.08
7758,500.0,273.74
7759,500.0,275.27
7760,406.0,276.41
7761,500.0,278.42
7762,500.0,280.77
7763,500.0,283.65
7764,195.0,282.98
7765,211.0,282.27
7766,137.0,280.37
7767,269.0,281.05
7768,361.0,280.84
7769,500.0,283.87
7770,211.0,284.17
7771,124.0,283.61
7772,127.0,283.16
7773,121.0,280.01
7774,338.0,281.75
7775,356.0,283.39
7776,180.0,282.42
7777,123.0,281.62
7778,259.0,282.21
7779,304.0,282.94
7780,500.0,285.93
7781,500.0,289.52
7782,500.0,292.30
7783,500.0,295.51
7784,500.0,298.17
7785,423.0,301.09
7786,500.0,305.13
7787,500.0,309.46
7788,500.0,313.88
7789,500.0,317.37
7790,500.0,321.26
7791,500.0,324.38
7792,500.0,327.86
7793,500.0,331.65
7794,425.0,334.62
7795,436.0,337.30
7796,500.0,339.75
7797,500.0,343.55
7798,500.0,346.27
7799,500.0,350.08
7800,391.0,352.71
7801,500.0,356.60
7802,453.0,359.88
7803,275.0,361.36
7804,392.0,364.24
7805,313.0,363.11
7806,245.0,363.62
7807,177.0,361.57
7808,204.0,361.82
7809,49.0,360.59
7810,125.0,358.06
7811,187.0,356.04
7812,68.0,355.41
7813,169.0,353.67
7814,129.0,353.23
7815,358.0,355.10
7816,89.0,353.66
7817,269.0,355.42
7818,500.0,359.17
7819,483.0,361.49
7820,500.0,364.56
7821,500.0,368.39
7822,500.0,371.69
7823,500.0,374.37
7824,500.0,377.87
7825,500.0,380.50
7826,500.0,382.86
7827,500.0,385.07
7828,500.0,385.07
7829,500.0,388.56
7830,500.0,388.71
7831,500.0,388.71
7832,500.0,388.71
7833,500.0,392.42
7834,500.0,392.42
7835,500.0,392.42
7836,500.0,394.11
7837,401.0,396.94
7838,500.0,396.94
7839,500.0,396.94
7840,467.0,396.61
7841,320.0,394.81
7842,309.0,392.90
7843,319.0,391.09
7844,240.0,388.49
7845,500.0,388.49
7846,282.0,388.46
7847,145.0,384.91
7848,220.0,386.43
7849,155.0,387.40
7850,233.0,384.73
7851,206.0,381.79
7852,113.0,377.92
7853,200.0,374.92
7854,140.0,371.32
7855,204.0,368.36
7856,398.0,367.34
7857,150.0,363.84
7858,286.0,361.70
7859,112.0,357.82
7860,100.0,354.76
7861,263.0,352.39
7862,169.0,349.08
7863,163.0,345.71
7864,155.0,345.31
7865,280.0,346.00
7866,263.0,347.26
7867,110.0,345.67
7868,185.0,343.91
7869,127.0,340.18
7870,153.0,339.60
7871,101.0,339.37
7872,213.0,340.23
7873,295.0,341.97
7874,227.0,340.86
7875,304.0,340.34
7876,140.0,339.94
7877,212.0,340.83
7878,132.0,339.56
7879,126.0,337.78
7880,112.0,333.90
7881,118.0,330.08
7882,112.0,326.20
7883,109.0,322.29
7884,156.0,318.85
7885,139.0,316.01
7886,189.0,312.90
7887,237.0,310.27
7888,87.0,306.14
7889,387.0,305.01
7890,238.0,302.39
7891,191.0,299.30
7892,28.0,294.58
7893,500.0,294.58
7894,500.0,295.33
7895,268.0,293.65
7896,76.0,289.41
7897,276.0,287.17
7898,262.0,284.79
7899,214.0,281.93
7900,317.0,281.19
7901,205.0,278.24
7902,230.0,276.01
7903,178.0,275.04
7904,119.0,272.31
7905,188.0,271.06
7906,119.0,269.80
7907,184.0,269.87
7908,212.0,269.95
7909,187.0,271.33
7910,228.0,272.36
7911,206.0,272.55
7912,120.0,273.07
7913,76.0,272.14
7914,19.0,271.04
7915,17.0,267.63
7916,46.0,267.20
7917,287.0,267.38
7918,196.0,264.34
7919,325.0,262.76
7920,212.0,259.88
7921,276.0,257.64
7922,162.0,254.26
7923,319.0,252.45
7924,317.0,250.62
7925,136.0,246.98
7926,224.0,244.22
7927,108.0,240.30
7928,174.0,237.04
7929,364.0,235.68
7930,161.0,232.29
7931,170.0,228.99
7932,108.0,225.07
7933,113.0,221.20
7934,89.0,217.09
7935,179.0,213.88
7936,158.0,210.46
7937,178.0,208.23
7938,120.0,204.43
7939,92.0,200.35
7940,115.0,196.83
7941,114.0,194.77
7942,188.0,193.56
7943,117.0,191.54
7944,62.0,189.76
7945,78.0,185.54
7946,71.0,183.43
7947,130.0,183.28
7948,143.0,182.51
7949,133.0,182.29
7950,350.0,183.46
7951,316.0,184.56
7952,102.0,184.45
7953,121.0,183.66
7954,87.0,183.13
7955,500.0,186.09
7956,500.0,187.11
7957,328.0,188.89
7958,158.0,187.61
7959,500.0,191.49
7960,172.0,192.21
7961,470.0,194.28
7962,246.0,195.05
7963,93.0,194.35
7964,102.0,193.82
7965,97.0,191.99
7966,128.0,190.64
7967,86.0,190.40
7968,158.0,190.13
7969,83.0,189.69
7970,135.0,189.51
7971,72.0,189.22
7972,39.0,187.48
7973,348.0,188.01
7974,41.0,186.15
7975,19.0,183.30
7976,38.0,182.28
7977,73.0,180.89
7978,332.0,182.89
7979,89.0,182.52
7980,116.0,182.56
7981,79.0,182.17
7982,107.0,182.12
7983,52.0,181.55
7984,163.0,181.62
7985,500.0,185.23
7986,67.0,184.01
7987,500.0,186.64
7988,196.0,187.73
7989,171.0,185.57
7990,34.0,183.53
7991,338.0,185.00
7992,225.0,186.97
7993,268.0,184.65
7994,222.0,181.87
7995,220.0,181.39
7996,133.0,181.96
7997,55.0,179.75
7998,60.0,177.73
7999,43.0,176.02
8000,206.0,174.91
8001,125.0,174.11
8002,64.0,172.45
8003,208.0,172.75
8004,201.0,173.57
8005,62.0,172.31
8006,132.0,172.44
8007,186.0,172.46
8008,128.0,171.62
8009,269.0,172.44
8010,164.0,171.80
8011,253.0,172.27
8012,321.0,174.28
8013,201.0,175.53
8014,259.0,177.93
8015,296.0,180.72
8016,55.0,180.81
8017,95.0,178.89
8018,62.0,177.55
8019,169.0,175.99
8020,158.0,175.45
8021,110.0,173.79
8022,57.0,172.74
8023,203.0,171.58
8024,166.0,170.07
8025,262.0,171.33
8026,359.0,172.68
8027,226.0,173.86
8028,195.0,174.07
8029,198.0,172.41
8030,156.0,172.36
8031,157.0,172.23
8032,206.0,173.21
8033,82.0,172.90
8034,117.0,173.18
8035,139.0,172.78
8036,310.0,174.30
8037,145.0,173.97
8038,305.0,175.82
8039,279.0,177.69
8040,152.0,178.06
8041,190.0,178.82
8042,188.0,178.82
8043,239.0,180.04
8044,140.0,180.82
8045,263.0,182.67
8046,284.0,184.80
8047,290.0,186.40
8048,179.0,186.76
8049,277.0,188.20
8050,166.0,186.36
8051,136.0,184.56
8052,62.0,184.16
8053,281.0,185.76
8054,172.0,186.61
8055,178.0,183.39
8056,121.0,179.60
8057,188.0,178.20
8058,232.0,178.94
8059,243.0,176.37
8060,121.0,175.86
8061,249.0,173.65
8062,181.0,173.00
8063,161.0,173.68
8064,215.0,174.81
8065,40.0,174.24
8066,19.0,173.15
8067,60.0,172.89
8068,20.0,171.51
8069,190.0,172.58
8070,178.0,173.01
8071,308.0,175.37
8072,420.0,179.18
8073,321.0,178.91
8074,128.0,179.78
8075,130.0,180.89
8076,56.0,181.07
8077,112.0,181.46
8078,261.0,180.75
8079,180.0,181.66
8080,500.0,185.50
8081,273.0,187.44
8082,182.0,188.19
8083,270.0,190.37
8084,185.0,190.59
8085,205.0,187.64
8086,200.0,188.97
8087,278.0,186.75
8088,180.0,186.59
8089,218.0,187.06
8090,185.0,188.57
8091,97.0,186.16
8092,122.0,185.13
8093,137.0,183.82
8094,209.0,183.69
8095,211.0,183.60
8096,107.0,183.34
8097,112.0,183.91
8098,47.0,183.78
8099,18.0,183.53
8100,164.0,183.11
8101,49.0,182.35
8102,101.0,182.72
8103,22.0,180.86
8104,94.0,179.79
8105,14.0,179.31
8106,11.0,178.10
8107,115.0,177.39
8108,109.0,177.20
8109,113.0,175.64
8110,61.0,174.61
8111,85.0,172.93
8112,42.0,170.14
8113,189.0,170.02
8114,105.0,168.48
8115,99.0,166.51
8116,159.0,167.55
8117,16.0,166.76
8118,98.0,167.12
8119,95.0,166.38
8120,77.0,165.57
8121,56.0,165.03
8122,237.0,166.83
8123,200.0,166.80
8124,195.0,167.09
8125,70.0,165.17
8126,242.0,164.00
8127,183.0,163.57
8128,145.0,163.07
8129,178.0,162.87
8130,377.0,165.08
8131,145.0,164.96
8132,156.0,164.46
8133,135.0,164.99
8134,186.0,165.68
8135,239.0,166.68
8136,233.0,165.91
8137,500.0,169.46
8138,147.0,167.88
8139,181.0,166.90
8140,337.0,168.75
8141,225.0,169.10
8142,198.0,169.20
8143,181.0,168.62
8144,209.0,169.31
8145,258.0,169.26
8146,230.0,168.72
8147,22.0,166.04
8148,29.0,164.54
8149,213.0,163.90
8150,149.0,163.73
8151,268.0,165.05
8152,246.0,166.89
8153,120.0,165.28
8154,242.0,165.98
8155,233.0,166.53
8156,218.0,167.50
8157,146.0,167.08
8158,261.0,167.37
8159,189.0,166.83
8160,246.0,168.08
8161,212.0,167.71
8162,220.0,168.10
8163,268.0,169.17
8164,168.0,168.70
8165,233.0,170.63
8166,181.0,172.25
8167,272.0,174.37
8168,12.0,174.29
8169,500.0,177.39
8170,212.0,177.73
8171,130.0,175.95
8172,98.0,172.73
8173,157.0,171.09
8174,186.0,171.67
8175,251.0,172.88
8176,360.0,175.92
8177,265.0,177.45
8178,222.0,177.06
8179,169.0,176.95
8180,301.0,174.96
8181,29.0,172.52
8182,314.0,173.84
8183,332.0,174.46
8184,295.0,175.56
8185,262.0,176.13
8186,293.0,177.06
8187,274.0,177.02
8188,210.0,177.32
8189,88.0,176.02
8190,257.0,176.74
8191,27.0,176.04
8192,57.0,175.39
8193,500.0,179.02
8194,178.0,178.71
8195,500.0,181.60
8196,454.0,185.07
8197,172.0,185.67
8198,161.0,186.81
8199,201.0,188.64
8200,143.0,188.43
8201,105.0,188.99
8202,146.0,189.44
8203,171.0,190.93
8204,123.0,191.22
8205,128.0,192.36
8206,155.0,193.80
8207,126.0,193.91
8208,131.0,194.13
8209,162.0,194.62
8210,197.0,195.98
8211,102.0,196.15
8212,186.0,197.59
8213,428.0,199.98
8214,500.0,203.93
8215,500.0,207.94
8216,500.0,211.35
8217,500.0,216.19
8218,500.0,220.21
8219,110.0,220.36
8220,145.0,221.04
8221,42.0,220.90
8222,89.0,219.42
8223,123.0,218.65
8224,84.0,217.54
8225,156.0,218.40
8226,116.0,217.14
8227,95.0,216.26
8228,94.0,215.75
8229,166.0,215.63
8230,278.0,214.64
8231,216.0,215.35
8232,150.0,215.29
8233,288.0,216.82
8234,109.0,216.05
8235,42.0,214.08
8236,238.0,214.13
8237,48.0,209.61
8238,170.0,209.84
8239,80.0,208.83
8240,192.0,207.38
8241,99.0,206.12
8242,93.0,205.07
8243,100.0,204.26
8244,311.0,205.28
8245,146.0,204.16
8246,192.0,203.78
8247,131.0,204.87
8248,148.0,206.06
8249,170.0,205.63
8250,225.0,206.39
8251,182.0,205.53
8252,91.0,203.98
8253,116.0,203.94
8254,135.0,202.87
8255,111.0,201.65
8256,146.0,200.93
8257,113.0,200.60
8258,122.0,199.21
8259,144.0,198.76
8260,237.0,198.67
8261,170.0,198.25
8262,194.0,197.99
8263,143.0,196.74
8264,190.0,196.96
8265,101.0,195.64
8266,104.0,194.87
8267,196.0,194.11
8268,157.0,195.56
8269,127.0,191.83
8270,105.0,190.76
8271,87.0,190.33
8272,123.0,190.58
8273,228.0,191.29
8274,117.0,190.60
8275,121.0,189.30
8276,14.0,185.84
8277,184.0,185.03
8278,179.0,184.60
8279,165.0,184.56
8280,212.0,183.67
8281,145.0,184.83
8282,141.0,183.10
8283,186.0,181.64
8284,149.0,180.18
8285,142.0,178.98
8286,115.0,177.20
8287,167.0,176.13
8288,102.0,175.05
8289,81.0,174.98
8290,138.0,173.79
8291,219.0,175.71
8292,119.0,176.33
8293,98.0,172.31
8294,180.0,172.33
8295,137.0,168.70
8296,124.0,165.40
8297,47.0,164.15
8298,136.0,163.90
8299,131.0,163.20
8300,135.0,163.12
8301,93.0,163.00
8302,143.0,162.97
8303,119.0,162.45
8304,89.0,162.11
8305,110.0,161.93
8306,110.0,161.48
8307,126.0,161.48
8308,127.0,161.44
8309,102.0,160.84
8310,116.0,160.03
8311,177.0,160.78
8312,127.0,160.19
8313,122.0,157.13
8314,85.0,152.98
8315,78.0,148.76
8316,108.0,144.84
8317,112.0,140.96
8318,116.0,137.12
8319,121.0,137.23
8320,208.0,137.86
8321,131.0,138.75
8322,119.0,139.05
8323,116.0,138.98
8324,115.0,139.29
8325,121.0,138.94
8326,83.0,138.61
8327,147.0,139.13
8328,113.0,139.32
8329,165.0,139.31
8330,148.0,138.01
8331,116.0,137.01
8332,88.0,136.39
8333,122.0,134.73
8334,162.0,135.26
8335,191.0,136.75
8336,126.0,135.63
8337,149.0,136.64
8338,119.0,136.13
8339,133.0,136.66
8340,155.0,136.29
8341,159.0,136.89
8342,158.0,137.54
8343,124.0,137.78
8344,114.0,135.81
8345,146.0,135.81
8346,105.0,134.94
8347,112.0,134.75
8348,162.0,134.89
8349,80.0,133.99
8350,107.0,132.81
8351,89.0,131.88
8352,79.0,131.76
8353,40.0,131.00
8354,30.0,129.95
8355,68.0,129.52
8356,132.0,129.38
8357,142.0,129.67
8358,95.0,129.40
8359,136.0,129.32
8360,94.0,127.89
8361,89.0,127.08
8362,32.0,125.46
8363,37.0,124.40
8364,145.0,123.95
8365,159.0,124.53
8366,150.0,124.99
8367,123.0,124.26
8368,179.0,124.48
8369,101.0,124.22
8370,355.0,126.72
8371,163.0,127.48
8372,115.0,127.40
8373,153.0,126.65
8374,130.0,126.78
8375,187.0,127.44
8376,170.0,129.00
8377,357.0,130.73
8378,231.0,131.25
8379,183.0,131.43
8380,219.0,131.50
8381,319.0,133.24
8382,233.0,134.16
8383,286.0,135.16
8384,246.0,136.13
8385,234.0,137.05
8386,288.0,138.78
8387,209.0,139.20
8388,222.0,140.40
8389,224.0,141.83
8390,168.0,142.13
8391,147.0,141.41
8392,288.0,143.10
8393,254.0,144.66
8394,316.0,146.02
8395,272.0,147.37
8396,165.0,147.78
8397,220.0,149.51
8398,70.0,148.85
8399,17.0,147.71
8400,84.0,147.20
8401,211.0,148.38
8402,349.0,150.44
8403,84.0,150.09
8404,49.0,149.69
8405,108.0,149.67
8406,221.0,150.78
8407,297.0,152.49
8408,110.0,152.32
8409,113.0,152.43
8410,307.0,154.34
8411,12.0,152.69
8412,111.0,152.53
8413,224.0,153.55
8414,211.0,154.81
8415,182.0,155.85
8416,114.0,155.91
8417,216.0,156.95
8418,256.0,158.35
8419,131.0,158.45
8420,261.0,158.98
8421,179.0,159.46
8422,154.0,159.81
8423,178.0,160.43
8424,192.0,161.20
8425,144.0,161.43
8426,112.0,161.72
8427,173.0,161.98
8428,245.0,163.30
8429,357.0,165.22
8430,229.0,166.03
8431,320.0,168.07
8432,165.0,168.84
8433,268.0,170.30
8434,271.0,171.39
8435,312.0,172.60
8436,281.0,174.15
8437,230.0,174.96
8438,277.0,176.54
8439,185.0,177.06
8440,206.0,177.57
8441,254.0,178.52
8442,168.0,178.62
8443,162.0,179.00
8444,189.0,179.75
8445,201.0,180.30
8446,127.0,180.52
8447,196.0,181.36
8448,192.0,181.66
8449,360.0,184.46
8450,228.0,185.67
8451,287.0,187.65
8452,175.0,188.61
8453,176.0,189.97
8454,203.0,191.70
8455,207.0,193.09
8456,222.0,193.99
8457,134.0,193.91
8458,174.0,194.70
8459,238.0,195.72
8460,110.0,195.88
8461,295.0,197.94
8462,149.0,199.11
8463,190.0,200.64
8464,145.0,200.64
8465,173.0,200.78
8466,169.0,200.97
8467,120.0,200.94
8468,230.0,201.45
8469,225.0,202.69
8470,122.0,200.36
8471,188.0,200.61
8472,210.0,201.56
8473,232.0,202.35
8474,199.0,203.04
8475,149.0,202.66
8476,226.0,203.22
8477,172.0,201.37
8478,218.0,201.24
8479,252.0,201.93
8480,166.0,201.40
8481,125.0,199.46
8482,201.0,199.14
8483,174.0,198.02
8484,225.0,197.81
8485,194.0,197.41
8486,198.0,196.51
8487,200.0,196.42
8488,212.0,196.32
8489,110.0,195.18
8490,211.0,195.61
8491,146.0,195.60
8492,185.0,194.57
8493,195.0,193.98
8494,152.0,192.34
8495,213.0,191.75
8496,144.0,191.54
8497,500.0,194.34
8498,500.0,198.64
8499,408.0,202.55
8500,500.0,206.71
8501,453.0,209.13
8502,500.0,210.64
8503,500.0,214.80
8504,232.0,216.63
8505,134.0,216.89
8506,195.0,216.63
8507,152.0,215.18
8508,222.0,216.30
8509,148.0,216.65
8510,133.0,214.91
8511,190.0,216.69
8512,116.0,216.74
8513,137.0,215.87
8514,166.0,215.42
8515,185.0,215.45
8516,197.0,216.28
8517,286.0,216.98
8518,199.0,216.41
8519,173.0,216.83
8520,199.0,216.21
8521,307.0,217.49
8522,292.0,218.87
8523,455.0,221.64
8524,96.0,220.68
8525,199.0,221.23
8526,188.0,221.99
8527,500.0,225.26
8528,500.0,227.81
8529,86.0,225.10
