Episodio,RecompensaxTotalxEpisodio,RecompensaPromedio100Epidosios
113,16.0,27.96
114,11.0,27.95
115,18.0,27.92
116,37.0,28.18
117,17.0,28.20
118,28.0,28.32
119,75.0,28.59
120,44.0,28.82
121,27.0,28.86
122,26.0,28.90
123,23.0,29.00
124,120.0,30.09
125,30.0,30.28
126,36.0,30.34
127,26.0,30.47
128,36.0,30.62
129,10.0,30.50
130,113.0,31.45
131,48.0,31.84
132,41.0,32.16
133,60.0,32.48
134,19.0,32.50
135,12.0,32.44
136,22.0,32.47
137,68.0,32.86
138,15.0,32.28
139,10.0,32.03
140,17.0,31.91
141,12.0,31.79
142,24.0,31.87
143,52.0,32.20
144,37.0,32.26
145,57.0,32.52
146,33.0,32.73
147,55.0,33.13
148,13.0,33.11
149,36.0,32.65
150,11.0,32.39
151,36.0,32.33
152,9.0,32.26
153,48.0,32.38
154,15.0,32.33
155,11.0,31.83
156,106.0,32.72
157,13.0,32.29
158,31.0,32.46
159,31.0,32.47
160,81.0,33.17
161,57.0,33.42
162,103.0,34.37
163,24.0,34.21
164,29.0,33.64
165,31.0,33.79
166,30.0,33.91
167,54.0,34.30
168,138.0,35.13
169,126.0,36.09
170,153.0,37.51
171,21.0,37.46
172,52.0,37.83
173,105.0,38.64
174,33.0,38.76
175,54.0,38.98
176,43.0,39.30
177,42.0,39.51
178,38.0,39.77
179,50.0,39.70
180,18.0,39.54
181,176.0,41.14
182,109.0,42.04
183,28.0,42.13
184,130.0,43.30
185,24.0,43.31
186,41.0,43.55
187,13.0,43.53
188,44.0,43.83
189,54.0,43.99
190,93.0,44.73
191,73.0,44.80
192,61.0,45.20
193,37.0,45.37
194,33.0,45.48
195,16.0,45.16
196,53.0,45.07
197,58.0,45.37
198,23.0,44.44
199,16.0,44.40
200,60.0,44.78
201,30.0,44.86
202,24.0,44.44
203,24.0,44.36
204,24.0,44.04
205,94.0,44.28
206,88.0,44.80
207,32.0,44.96
208,51.0,45.23
209,64.0,45.49
210,13.0,45.46
211,17.0,45.42
212,84.0,46.04
213,38.0,46.26
214,59.0,46.74
215,37.0,46.93
216,90.0,47.46
217,17.0,47.46
218,70.0,47.88
219,73.0,47.86
220,141.0,48.83
221,14.0,48.70
222,98.0,49.42
223,12.0,49.31
224,14.0,48.25
225,9.0,48.04
226,116.0,48.84
227,54.0,49.12
228,21.0,48.97
229,65.0,49.52
230,17.0,48.56
231,45.0,48.53
232,60.0,48.72
233,42.0,48.54
234,54.0,48.89
235,63.0,49.40
236,41.0,49.59
237,209.0,51.00
238,15.0,51.00
239,16.0,51.06
240,13.0,51.02
241,20.0,51.10
242,61.0,51.47
243,21.0,51.16
244,38.0,51.17
245,45.0,51.05
246,17.0,50.89
247,14.0,50.48
248,23.0,50.58
249,10.0,50.32
250,11.0,50.32
251,37.0,50.33
252,47.0,50.71
253,13.0,50.36
254,23.0,50.44
255,177.0,52.10
256,95.0,51.99
257,48.0,52.34
258,15.0,52.18
259,48.0,52.35
260,27.0,51.81
261,130.0,52.54
262,24.0,51.75
263,12.0,51.63
264,12.0,51.46
265,13.0,51.28
266,26.0,51.24
267,31.0,51.01
268,11.0,49.74
269,57.0,49.05
270,94.0,48.46
271,24.0,48.49
272,27.0,48.24
273,13.0,47.32
274,16.0,47.15
275,21.0,46.82
276,217.0,48.56
277,28.0,48.42
278,27.0,48.31
279,39.0,48.20
280,35.0,48.37
281,27.0,46.88
282,18.0,45.97
283,25.0,45.94
284,55.0,45.19
285,48.0,45.43
286,14.0,45.16
287,193.0,46.96
288,18.0,46.70
289,199.0,48.15
290,47.0,47.69
291,51.0,47.47
292,18.0,47.04
293,67.0,47.34
294,76.0,47.77
295,49.0,48.10
296,18.0,47.75
297,65.0,47.82
298,42.0,48.01
299,86.0,48.71
300,32.0,48.43
301,110.0,49.23
302,40.0,49.39
303,39.0,49.54
304,56.0,49.86
305,49.0,49.41
306,39.0,48.92
307,52.0,49.12
308,20.0,48.81
309,69.0,48.86
310,56.0,49.29
311,38.0,49.50
312,20.0,48.86
313,101.0,49.49
314,34.0,49.24
315,54.0,49.41
316,24.0,48.75
317,105.0,49.63
318,47.0,49.40
319,170.0,50.37
320,51.0,49.47
321,30.0,49.63
322,128.0,49.93
323,118.0,50.99
324,184.0,52.69
325,69.0,53.29
326,21.0,52.34
327,35.0,52.15
328,19.0,52.13
329,89.0,52.37
330,9.0,52.29
331,189.0,53.73
332,108.0,54.21
333,104.0,54.83
334,23.0,54.52
335,58.0,54.47
336,52.0,54.58
337,65.0,53.14
338,48.0,53.47
339,96.0,54.27
340,106.0,55.20
341,90.0,55.90
342,129.0,56.58
343,85.0,57.22
344,26.0,57.10
345,37.0,57.02
346,160.0,58.45
347,25.0,58.56
348,141.0,59.74
349,65.0,60.29
350,60.0,60.78
351,25.0,60.66
352,116.0,61.35
353,31.0,61.53
354,85.0,62.15
355,42.0,60.80
356,67.0,60.52
357,79.0,60.83
358,14.0,60.82
359,117.0,61.51
360,19.0,61.43
361,24.0,60.37
362,25.0,60.38
363,88.0,61.14
364,120.0,62.22
365,106.0,63.15
366,108.0,63.97
367,133.0,64.99
368,35.0,65.23
369,30.0,64.96
370,63.0,64.65
371,34.0,64.75
372,153.0,66.01
373,77.0,66.65
374,37.0,66.86
375,27.0,66.92
376,38.0,65.13
377,28.0,65.13
378,84.0,65.70
379,109.0,66.40
380,112.0,67.17
381,185.0,68.75
382,30.0,68.87
383,223.0,70.85
384,180.0,72.10
385,140.0,73.02
386,20.0,73.08
387,181.0,72.96
388,62.0,73.40
389,77.0,72.18
390,155.0,73.26
391,44.0,73.19
392,17.0,73.18
393,13.0,72.64
394,12.0,72.00
395,26.0,71.77
396,67.0,72.26
397,147.0,73.08
398,43.0,73.09
399,86.0,73.09
400,157.0,74.34
401,13.0,73.37
402,126.0,74.23
403,37.0,74.21
404,124.0,74.89
405,74.0,75.14
406,72.0,75.47
407,208.0,77.03
408,91.0,77.74
409,58.0,77.63
410,171.0,78.78
411,24.0,78.64
412,93.0,79.37
413,69.0,79.05
414,137.0,80.08
415,25.0,79.79
416,19.0,79.74
417,14.0,78.83
418,81.0,79.17
419,219.0,79.66
420,158.0,80.73
421,97.0,81.40
422,229.0,82.41
423,169.0,82.92
424,54.0,81.62
425,250.0,83.43
426,33.0,83.55
427,258.0,85.78
428,97.0,86.56
429,189.0,87.56
430,156.0,89.03
431,216.0,89.30
432,186.0,90.08
433,130.0,90.34
434,265.0,92.76
435,126.0,93.44
436,122.0,94.14
437,56.0,94.05
438,203.0,95.60
439,137.0,96.01
440,154.0,96.49
441,164.0,97.23
442,69.0,96.63
443,92.0,96.70
444,122.0,97.66
445,67.0,97.96
446,51.0,96.87
447,198.0,98.60
448,72.0,97.91
449,56.0,97.82
450,105.0,98.27
451,36.0,98.38
452,111.0,98.33
453,54.0,98.56
454,47.0,98.18
455,135.0,99.11
456,11.0,98.55
457,216.0,99.92
458,93.0,100.71
459,105.0,100.59
460,13.0,100.53
461,85.0,101.14
462,43.0,101.32
463,19.0,100.63
464,31.0,99.74
465,45.0,99.13
466,97.0,99.02
467,55.0,98.24
468,75.0,98.64
469,279.0,101.13
470,133.0,101.83
471,212.0,103.61
472,81.0,102.89
473,36.0,102.48
474,158.0,103.69
475,193.0,105.35
476,120.0,106.17
477,88.0,106.77
478,13.0,106.06
479,32.0,105.29
480,9.0,104.26
481,202.0,104.43
482,138.0,105.51
483,62.0,103.90
484,84.0,102.94
485,185.0,103.39
486,26.0,103.45
487,96.0,102.60
488,154.0,103.52
489,192.0,104.67
490,104.0,104.16
491,141.0,105.13
492,153.0,106.49
493,280.0,109.16
494,107.0,110.11
495,171.0,111.56
496,203.0,112.92
497,41.0,111.86
498,66.0,112.09
499,195.0,113.18
500,187.0,113.48
501,149.0,114.84
502,500.0,118.58
503,395.0,122.16
504,121.0,122.13
505,83.0,122.22
506,69.0,122.19
507,134.0,121.45
508,59.0,121.13
509,123.0,121.78
510,31.0,120.38
511,35.0,120.49
512,141.0,120.97
513,82.0,121.10
514,97.0,120.70
515,47.0,120.92
516,113.0,121.86
517,140.0,123.12
518,83.0,123.14
519,124.0,122.19
520,93.0,121.54
521,43.0,121.00
522,46.0,119.17
523,43.0,117.91
524,55.0,117.92
525,154.0,116.96
526,34.0,116.97
527,45.0,114.84
528,101.0,114.88
529,41.0,113.40
530,67.0,112.51
531,94.0,111.29
532,83.0,110.26
533,145.0,110.41
534,54.0,108.30
535,18.0,107.22
536,87.0,106.87
537,102.0,107.33
538,26.0,105.56
539,98.0,105.17
540,13.0,103.76
541,65.0,102.77
542,17.0,102.25
543,14.0,101.47
544,71.0,100.96
545,57.0,100.86
546,43.0,100.78
547,139.0,100.19
548,52.0,99.99
549,31.0,99.74
550,140.0,100.09
551,155.0,101.28
552,137.0,101.54
553,240.0,103.40
554,72.0,103.65
555,62.0,102.92
556,97.0,103.78
557,74.0,102.36
558,205.0,103.48
559,124.0,103.67
560,131.0,104.85
561,122.0,105.22
562,105.0,105.84
563,24.0,105.89
564,205.0,107.63
565,80.0,107.98
566,95.0,107.96
567,104.0,108.45
568,33.0,108.03
569,63.0,105.87
570,162.0,106.16
571,49.0,104.53
572,64.0,104.36
573,44.0,104.44
574,172.0,104.58
575,143.0,104.08
576,80.0,103.68
577,197.0,104.77
578,141.0,106.05
579,204.0,107.77
580,145.0,109.13
581,310.0,110.21
582,133.0,110.16
583,325.0,112.79
584,214.0,114.09
585,20.0,112.44
586,303.0,115.21
587,251.0,116.76
588,219.0,117.41
589,102.0,116.51
590,12.0,115.59
591,360.0,117.78
592,118.0,117.43
593,111.0,115.74
594,276.0,117.43
595,168.0,117.40
596,111.0,116.48
597,178.0,117.85
598,132.0,118.51
599,79.0,117.35
600,54.0,116.02
601,113.0,115.66
602,204.0,112.70
603,83.0,109.58
604,127.0,109.64
605,127.0,110.08
606,151.0,110.90
607,84.0,110.40
608,70.0,110.51
609,83.0,110.11
610,102.0,110.82
611,143.0,111.90
612,91.0,111.40
613,92.0,111.50
614,57.0,111.10
615,53.0,111.16
616,66.0,110.69
617,20.0,109.49
618,115.0,109.81
619,70.0,109.27
620,104.0,109.38
621,176.0,110.71
622,272.0,112.97
623,132.0,113.86
624,37.0,113.68
625,202.0,114.16
626,217.0,115.99
627,113.0,116.67
628,87.0,116.53
629,75.0,116.87
630,133.0,117.53
631,105.0,117.64
632,56.0,117.37
633,222.0,118.14
634,186.0,119.46
635,53.0,119.81
636,123.0,120.17
637,49.0,119.64
638,137.0,120.75
639,214.0,121.91
640,128.0,123.06
641,157.0,123.98
642,500.0,128.81
643,403.0,132.70
644,222.0,134.21
645,59.0,134.23
646,125.0,135.05
647,59.0,134.25
648,180.0,135.53
649,47.0,135.69
650,172.0,136.01
651,278.0,137.24
652,286.0,138.73
653,215.0,138.48
654,259.0,140.35
655,163.0,141.36
656,62.0,141.01
657,59.0,140.86
658,65.0,139.46
659,96.0,139.18
660,56.0,138.43
661,57.0,137.78
662,59.0,137.32
663,22.0,137.30
664,151.0,136.76
665,64.0,136.60
666,56.0,136.21
667,57.0,135.74
668,155.0,136.96
669,98.0,137.31
670,84.0,136.53
671,83.0,136.87
672,17.0,136.40
673,70.0,136.66
674,113.0,136.07
675,11.0,134.75
676,69.0,134.64
677,79.0,133.46
678,21.0,132.26
679,23.0,130.45
680,237.0,131.37
681,106.0,129.33
682,190.0,129.90
683,71.0,127.36
684,73.0,125.95
685,61.0,126.36
686,500.0,128.33
687,355.0,129.37
688,69.0,127.87
689,361.0,130.46
690,68.0,131.02
691,54.0,127.96
692,89.0,127.67
693,119.0,127.75
694,190.0,126.89
695,169.0,126.90
696,211.0,127.90
697,228.0,128.40
698,107.0,128.15
699,69.0,128.05
700,46.0,127.97
701,26.0,127.10
702,50.0,125.56
703,42.0,125.15
704,40.0,124.28
705,55.0,123.56
706,28.0,122.33
707,126.0,122.75
708,58.0,122.63
709,77.0,122.57
710,45.0,122.00
711,29.0,120.86
712,500.0,124.95
713,500.0,129.03
714,164.0,130.10
715,36.0,129.93
716,209.0,131.36
717,53.0,131.69
718,89.0,131.43
719,83.0,131.56
720,160.0,132.12
721,189.0,132.25
722,483.0,134.36
723,500.0,138.04
724,107.0,138.74
725,500.0,141.72
726,284.0,142.39
727,500.0,146.26
728,500.0,150.39
729,500.0,154.64
730,353.0,156.84
731,290.0,158.69
732,131.0,159.44
733,216.0,159.38
734,179.0,159.31
735,39.0,159.17
736,154.0,159.48
737,189.0,160.88
738,126.0,160.77
739,133.0,159.96
740,254.0,161.22
741,51.0,160.16
742,13.0,155.29
743,106.0,152.32
744,63.0,150.73
745,16.0,150.30
746,179.0,150.84
747,125.0,151.50
748,140.0,151.10
749,195.0,152.58
750,162.0,152.48
751,500.0,154.70
752,500.0,156.84
753,152.0,156.21
754,500.0,158.62
755,133.0,158.32
756,171.0,159.41
757,108.0,159.90
758,108.0,160.33
759,116.0,160.53
760,107.0,161.04
761,84.0,161.31
762,110.0,161.82
763,138.0,162.98
764,278.0,164.25
765,302.0,166.63
766,102.0,167.09
767,126.0,167.78
768,146.0,167.69
769,114.0,167.85
770,105.0,168.06
771,148.0,168.71
772,133.0,169.87
773,198.0,171.15
774,279.0,172.81
775,181.0,174.51
776,95.0,174.77
777,100.0,174.98
778,118.0,175.95
779,199.0,177.71
780,63.0,175.97
781,28.0,175.19
782,204.0,175.33
783,172.0,176.34
784,148.0,177.09
785,149.0,177.97
786,476.0,177.73
787,306.0,177.24
788,213.0,178.68
789,90.0,175.97
790,325.0,178.54
791,128.0,179.28
792,41.0,178.80
793,169.0,179.30
794,157.0,178.97
795,65.0,177.93
796,144.0,177.26
797,223.0,177.21
798,75.0,176.89
799,129.0,177.49
800,177.0,178.80
801,195.0,180.49
802,500.0,184.99
803,500.0,189.57
804,500.0,194.17
805,500.0,198.62
806,500.0,203.34
807,500.0,207.08
808,254.0,209.04
809,38.0,208.65
810,89.0,209.09
811,165.0,210.45
812,106.0,206.51
813,197.0,203.48
814,134.0,203.18
815,140.0,204.22
816,144.0,203.57
817,156.0,204.60
818,117.0,204.88
819,104.0,205.09
820,255.0,206.04
821,131.0,205.46
822,96.0,201.59
823,137.0,197.96
824,83.0,197.72
825,97.0,193.69
826,18.0,191.03
827,89.0,186.92
828,110.0,183.02
829,86.0,178.88
830,24.0,175.59
831,13.0,172.82
832,16.0,171.67
833,66.0,170.17
834,112.0,169.50
835,104.0,170.15
836,237.0,170.98
837,39.0,169.48
838,413.0,172.35
839,92.0,171.94
840,103.0,170.43
841,119.0,171.11
842,113.0,172.11
843,32.0,171.37
844,166.0,172.40
845,108.0,173.32
846,92.0,172.45
847,110.0,172.30
848,173.0,172.63
849,105.0,171.73
850,98.0,171.09
851,93.0,167.02
852,111.0,163.13
853,100.0,162.61
854,96.0,158.57
855,105.0,158.29
856,140.0,157.98
857,119.0,158.09
858,104.0,158.05
859,152.0,158.41
860,99.0,158.33
861,28.0,157.77
862,21.0,156.88
863,17.0,155.67
864,14.0,153.03
865,62.0,150.63
866,79.0,150.40
867,51.0,149.65
868,51.0,148.70
869,14.0,147.70
870,242.0,149.07
871,105.0,148.64
872,15.0,147.46
873,279.0,148.27
874,95.0,146.43
875,114.0,145.76
876,195.0,146.76
877,173.0,147.49
878,34.0,146.65
879,117.0,145.83
880,27.0,145.47
881,17.0,145.36
882,11.0,143.43
883,12.0,141.83
884,149.0,141.84
885,121.0,141.56
886,118.0,137.98
887,25.0,135.17
888,136.0,134.40
889,144.0,134.94
890,29.0,131.98
891,187.0,132.57
892,123.0,133.39
893,127.0,132.97
894,153.0,132.93
895,67.0,132.95
896,105.0,132.56
897,17.0,130.50
898,128.0,131.03
899,146.0,131.20
900,278.0,132.21
901,36.0,130.62
902,107.0,126.69
903,15.0,121.84
904,78.0,117.62
905,150.0,114.12
906,100.0,110.12
907,167.0,106.79
908,114.0,105.39
909,118.0,106.19
910,108.0,106.38
911,92.0,105.65
912,97.0,105.56
913,104.0,104.63
914,120.0,104.49
915,113.0,104.22
916,20.0,102.98
917,106.0,102.48
918,34.0,101.65
919,47.0,101.08
920,115.0,99.68
921,50.0,98.87
922,62.0,98.53
923,24.0,97.40
924,139.0,97.96
925,44.0,97.43
926,78.0,98.03
927,71.0,97.85
928,78.0,97.53
929,10.0,96.77
930,154.0,98.07
931,68.0,98.62
932,148.0,99.94
933,32.0,99.60
934,40.0,98.88
935,63.0,98.47
936,85.0,96.95
937,187.0,98.43
938,36.0,94.66
939,304.0,96.78
940,13.0,95.88
941,190.0,96.59
942,115.0,96.61
943,10.0,96.39
944,101.0,95.74
945,156.0,96.22
946,122.0,96.52
947,124.0,96.66
948,91.0,95.84
949,95.0,95.74
950,266.0,97.42
951,112.0,97.61
952,105.0,97.55
953,323.0,99.78
954,99.0,99.81
955,289.0,101.65
956,404.0,104.29
957,101.0,104.11
958,180.0,104.87
959,58.0,103.93
960,63.0,103.57
961,36.0,103.65
962,103.0,104.47
963,500.0,109.30
964,500.0,114.16
965,127.0,114.81
966,500.0,119.02
967,500.0,123.51
968,500.0,128.00
969,114.0,129.00
970,500.0,131.58
971,161.0,132.14
972,120.0,133.19
973,111.0,131.51
974,114.0,131.70
975,233.0,132.89
976,159.0,132.53
977,151.0,132.31
978,97.0,132.94
979,161.0,133.38
980,74.0,133.85
981,376.0,137.44
982,230.0,139.63
983,500.0,144.51
984,66.0,143.68
985,266.0,145.13
986,156.0,145.51
987,301.0,148.27
988,161.0,148.52
989,159.0,148.67
990,151.0,149.89
991,112.0,149.14
992,105.0,148.96
993,65.0,148.34
994,77.0,147.58
995,33.0,147.24
996,33.0,146.52
997,81.0,147.16
998,66.0,146.54
999,76.0,145.84
1000,142.0,144.48
1001,134.0,145.46
1002,197.0,146.36
1003,62.0,146.83
1004,62.0,146.67
1005,50.0,145.67
1006,279.0,147.46
1007,171.0,147.50
1008,326.0,149.62
1009,184.0,150.28
1010,113.0,150.33
1011,500.0,154.41
1012,299.0,156.43
1013,237.0,157.76
1014,293.0,159.49
1015,373.0,162.09
1016,415.0,166.04
1017,500.0,169.98
1018,364.0,173.28
1019,326.0,176.07
1020,471.0,179.63
1021,176.0,180.89
1022,74.0,181.01
1023,135.0,182.12
1024,171.0,182.44
1025,203.0,184.03
1026,442.0,187.67
1027,319.0,190.15
1028,245.0,191.82
1029,500.0,196.72
1030,500.0,200.18
1031,100.0,200.50
1032,500.0,204.02
1033,500.0,208.70
1034,19.0,208.49
1035,500.0,212.86
1036,500.0,217.01
1037,500.0,220.14
1038,500.0,224.78
1039,500.0,226.74
1040,500.0,231.61
1041,500.0,234.71
1042,500.0,238.56
1043,500.0,243.46
1044,500.0,247.45
1045,500.0,250.89
1046,500.0,254.67
1047,500.0,258.43
1048,191.0,259.43
1049,22.0,258.70
1050,378.0,259.82
1051,229.0,260.99
1052,500.0,264.94
1053,500.0,266.71
1054,500.0,270.72
1055,500.0,272.83
1056,376.0,272.55
1057,328.0,274.82
1058,500.0,278.02
1059,93.0,278.37
1060,153.0,279.27
1061,227.0,281.18
1062,361.0,283.76
1063,175.0,280.51
1064,150.0,277.01
1065,138.0,277.12
1066,96.0,273.08
1067,100.0,269.08
1068,164.0,265.72
1069,83.0,265.41
1070,500.0,265.41
1071,74.0,264.54
1072,500.0,268.34
1073,500.0,272.23
1074,500.0,276.09
1075,500.0,278.76
1076,500.0,282.17
1077,500.0,285.66
1078,500.0,289.69
1079,222.0,290.30
1080,500.0,294.56
1081,500.0,295.80
1082,500.0,298.50
1083,500.0,298.50
1084,500.0,302.84
1085,500.0,305.18
1086,304.0,306.66
1087,241.0,306.06
1088,414.0,308.59
1089,266.0,309.66
1090,269.0,310.84
1091,500.0,314.72
1092,500.0,318.67
1093,500.0,323.02
1094,500.0,327.25
1095,500.0,331.92
1096,500.0,336.59
1097,500.0,340.78
1098,137.0,341.49
1099,230.0,343.03
1100,500.0,346.61
1101,27.0,345.54
1102,220.0,345.77
1103,113.0,346.28
1104,162.0,347.28
1105,275.0,349.53
1106,65.0,347.39
1107,120.0,346.88
1108,236.0,345.98
1109,146.0,345.60
1110,132.0,345.79
1111,500.0,345.79
1112,500.0,347.80
1113,131.0,346.74
1114,125.0,345.06
1115,122.0,342.55
1116,207.0,340.47
1117,103.0,336.50
1118,49.0,333.35
1119,303.0,333.12
1120,212.0,330.53
1121,52.0,329.29
1122,275.0,331.30
1123,222.0,332.17
1124,66.0,331.12
1125,255.0,331.64
1126,78.0,328.00
1127,99.0,325.80
1128,201.0,325.36
1129,84.0,321.20
1130,79.0,316.99
1131,129.0,317.28
1132,160.0,313.88
1133,353.0,312.41
1134,43.0,312.65
1135,107.0,308.72
1136,87.0,304.59
1137,150.0,301.09
1138,79.0,296.88
1139,236.0,294.24
1140,187.0,291.11
1141,145.0,287.56
1142,430.0,286.86
1143,500.0,286.86
1144,474.0,286.60
1145,500.0,286.60
1146,301.0,284.61
1147,475.0,284.36
1148,500.0,287.45
1149,441.0,291.64
1150,134.0,289.20
1151,500.0,291.91
1152,201.0,288.92
1153,500.0,288.92
1154,125.0,285.17
1155,120.0,281.37
1156,208.0,279.69
1157,197.0,278.38
1158,143.0,274.81
1159,238.0,276.26
1160,119.0,275.92
1161,500.0,278.65
1162,500.0,280.04
1163,226.0,280.55
1164,500.0,284.05
1165,500.0,287.67
1166,500.0,291.71
1167,500.0,295.71
1168,500.0,299.07
1169,500.0,303.24
1170,500.0,303.24
1171,500.0,307.50
1172,70.0,303.20
1173,17.0,298.37
1174,63.0,294.00
1175,99.0,289.99
1176,74.0,285.73
1177,500.0,285.73
1178,158.0,282.31
1179,237.0,282.46
1180,197.0,279.43
1181,270.0,277.13
1182,216.0,274.29
1183,174.0,271.03
1184,128.0,267.31
1185,107.0,263.38
1186,67.0,261.01
1187,90.0,259.50
1188,104.0,256.40
1189,99.0,254.73
1190,191.0,253.95
1191,15.0,249.10
1192,196.0,246.06
1193,88.0,241.94
1194,109.0,238.03
1195,243.0,235.46
1196,227.0,232.73
1197,131.0,229.04
1198,176.0,229.43
1199,249.0,229.62
1200,203.0,226.65
1201,108.0,227.46
1202,118.0,226.44
1203,205.0,227.36
1204,34.0,226.08
1205,147.0,224.80
1206,29.0,224.44
1207,123.0,224.47
1208,10.0,222.21
1209,69.0,221.44
1210,94.0,221.06
1211,33.0,216.39
1212,25.0,211.64
1213,47.0,210.80
1214,115.0,210.70
1215,100.0,210.48
1216,210.0,210.51
1217,141.0,210.89
1218,110.0,211.50
1219,120.0,209.67
1220,98.0,208.53
1221,100.0,209.01
1222,144.0,207.70
1223,185.0,207.33
1224,500.0,211.67
1225,280.0,211.92
1226,242.0,213.56
1227,120.0,213.77
1228,185.0,213.61
1229,123.0,214.00
1230,274.0,215.95
1231,225.0,216.91
1232,248.0,217.79
1233,251.0,216.77
1234,270.0,219.04
1235,500.0,222.97
1236,500.0,227.10
1237,299.0,228.59
1238,104.0,228.84
1239,117.0,227.65
1240,115.0,226.93
1241,139.0,226.87
1242,132.0,223.89
1243,157.0,220.46
1244,211.0,217.83
1245,155.0,214.38
1246,174.0,213.11
1247,212.0,210.48
1248,216.0,207.64
1249,163.0,204.86
1250,123.0,204.75
1251,213.0,201.88
1252,107.0,200.94
1253,202.0,197.96
1254,236.0,199.07
1255,119.0,199.06
1256,183.0,198.81
1257,107.0,197.91
1258,291.0,199.39
1259,229.0,199.30
1260,383.0,201.94
1261,184.0,198.78
1262,122.0,195.00
1263,114.0,193.88
1264,114.0,190.02
1265,500.0,190.02
1266,500.0,190.02
1267,500.0,190.02
1268,120.0,186.22
1269,120.0,182.42
1270,170.0,179.12
1271,147.0,175.59
1272,105.0,175.94
1273,140.0,177.17
1274,115.0,177.69
1275,137.0,178.07
1276,118.0,178.51
1277,103.0,174.54
1278,118.0,174.14
1279,105.0,172.82
1280,500.0,175.85
1281,110.0,174.25
1282,500.0,177.09
1283,159.0,176.94
1284,343.0,179.09
1285,184.0,179.86
1286,383.0,183.02
1287,358.0,185.70
1288,101.0,185.67
1289,142.0,186.10
1290,49.0,184.68
1291,39.0,184.92
1292,14.0,183.10
1293,495.0,187.17
1294,500.0,191.08
1295,449.0,193.14
1296,84.0,191.71
1297,202.0,192.42
1298,227.0,192.93
1299,371.0,194.15
1300,272.0,194.84
1301,223.0,195.99
1302,300.0,197.81
1303,226.0,198.02
1304,500.0,202.68
1305,500.0,206.21
1306,500.0,210.92
1307,500.0,214.69
1308,53.0,215.12
1309,175.0,216.18
1310,49.0,215.73
1311,91.0,216.31
1312,29.0,216.35
1313,27.0,216.15
1314,98.0,215.98
1315,500.0,219.98
1316,60.0,218.48
1317,163.0,218.70
1318,500.0,222.60
1319,393.0,225.33
1320,296.0,227.31
1321,282.0,229.13
1322,500.0,232.69
1323,165.0,232.49
1324,500.0,232.49
1325,170.0,231.39
1326,212.0,231.09
1327,167.0,231.56
1328,409.0,233.80
1329,329.0,235.86
1330,235.0,235.47
1331,18.0,233.40
1332,20.0,231.12
1333,40.0,229.01
1334,19.0,226.50
1335,18.0,221.68
1336,20.0,216.88
1337,20.0,214.09
1338,223.0,215.28
1339,203.0,216.14
1340,154.0,216.53
1341,193.0,217.07
1342,109.0,216.84
1343,143.0,216.70
1344,127.0,215.86
1345,199.0,216.30
1346,303.0,217.59
1347,47.0,215.94
1348,103.0,214.81
1349,160.0,214.78
1350,108.0,214.63
1351,116.0,213.66
1352,162.0,214.21
1353,218.0,214.37
1354,118.0,213.19
1355,129.0,213.29
1356,111.0,212.57
